NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Annual Tide Predictions
StationName: Rocky Point, Eld Inlet 
State:  
Stationid: TWC1115
ReferencedToStationName: Seattle
ReferencedToStationId: 9447130
HeightOffsetLow: * 1.1
HeightOffsetHigh: * 1.31
TimeOffsetLow: 56
TimeOffsetHigh: 39
Prediction Type: Subordinate
From: 20230101 02:19 - 20231231 19:38
Units: Feet and Centimeters
Time Zone: LST_LDT
Datum: MLLW
Interval Type: High/Low

Date 		Day	Time	Pred(Ft)	Pred(cm)	High/Low
2023/01/01	Sun	02:19	11.44		349			H
2023/01/01	Sun	07:03	7.08		216			L
2023/01/01	Sun	12:45	15.58		475			H
2023/01/01	Sun	20:26	0.45		14			L
2023/01/02	Mon	03:46	12.96		395			H
2023/01/02	Mon	08:28	8.33		254			L
2023/01/02	Mon	13:25	15.05		459			H
2023/01/02	Mon	21:08	-0.46		-14			L
2023/01/03	Tue	04:47	14.38		438			H
2023/01/03	Tue	09:45	8.95		273			L
2023/01/03	Tue	14:05	14.52		443			H
2023/01/03	Tue	21:46	-1.06		-32			L
2023/01/04	Wed	05:34	15.36		468			H
2023/01/04	Wed	10:49	9.15		279			L
2023/01/04	Wed	14:45	14.05		428			H
2023/01/04	Wed	22:22	-1.38		-42			L
2023/01/05	Thu	06:13	15.89		484			H
2023/01/05	Thu	11:40	9.13		278			L
2023/01/05	Thu	15:26	13.67		417			H
2023/01/05	Thu	22:57	-1.52		-46			L
2023/01/06	Fri	06:46	16.05		489			H
2023/01/06	Fri	12:21	9.00		274			L
2023/01/06	Fri	16:06	13.39		408			H
2023/01/06	Fri	23:32	-1.53		-47			L
2023/01/07	Sat	07:13	16.00		488			H
2023/01/07	Sat	12:56	8.79		268			L
2023/01/07	Sat	16:46	13.15		401			H
2023/01/08	Sun	00:07	-1.43		-44			L
2023/01/08	Sun	07:38	15.90		485			H
2023/01/08	Sun	13:29	8.48		258			L
2023/01/08	Sun	17:27	12.89		393			H
2023/01/09	Mon	00:43	-1.20		-37			L
2023/01/09	Mon	08:02	15.85		483			H
2023/01/09	Mon	14:02	8.07		246			L
2023/01/09	Mon	18:09	12.54		382			H
2023/01/10	Tue	01:19	-0.76		-23			L
2023/01/10	Tue	08:28	15.85		483			H
2023/01/10	Tue	14:38	7.53		230			L
2023/01/10	Tue	18:53	12.06		368			H
2023/01/11	Wed	01:55	-0.05		-2			L
2023/01/11	Wed	08:56	15.87		484			H
2023/01/11	Wed	15:18	6.83		208			L
2023/01/11	Wed	19:43	11.46		349			H
2023/01/12	Thu	02:31	1.00		30			L
2023/01/12	Thu	09:25	15.84		483			H
2023/01/12	Thu	16:01	5.96		182			L
2023/01/12	Thu	20:42	10.82		330			H
2023/01/13	Fri	03:08	2.40		73			L
2023/01/13	Fri	09:55	15.74		480			H
2023/01/13	Fri	16:48	4.90		149			L
2023/01/13	Fri	21:52	10.31		314			H
2023/01/14	Sat	03:48	4.07		124			L
2023/01/14	Sat	10:26	15.54		474			H
2023/01/14	Sat	17:38	3.67		112			L
2023/01/14	Sat	23:16	10.21		311			H
2023/01/15	Sun	04:33	5.91		180			L
2023/01/15	Sun	10:59	15.30		466			H
2023/01/15	Sun	18:28	2.31		70			L
2023/01/16	Mon	00:57	10.80		329			H
2023/01/16	Mon	05:33	7.69		234			L
2023/01/16	Mon	11:35	15.08		460			H
2023/01/16	Mon	19:20	0.86		26			L
2023/01/17	Tue	02:46	12.12		369			H
2023/01/17	Tue	06:58	9.10		277			L
2023/01/17	Tue	12:17	14.94		455			H
2023/01/17	Tue	20:11	-0.56		-17			L
2023/01/18	Wed	04:03	13.67		417			H
2023/01/18	Wed	08:29	9.85		300			L
2023/01/18	Wed	13:06	14.93		455			H
2023/01/18	Wed	21:01	-1.86		-57			L
2023/01/19	Thu	04:53	14.97		456			H
2023/01/19	Thu	09:44	9.99		304			L
2023/01/19	Thu	14:00	15.04		458			H
2023/01/19	Thu	21:51	-2.93		-89			L
2023/01/20	Fri	05:35	15.90		485			H
2023/01/20	Fri	10:43	9.71		296			L
2023/01/20	Fri	14:57	15.21		464			H
2023/01/20	Fri	22:40	-3.65		-111			L
2023/01/21	Sat	06:13	16.49		503			H
2023/01/21	Sat	11:34	9.15		279			L
2023/01/21	Sat	15:54	15.31		467			H
2023/01/21	Sat	23:29	-3.92		-119			L
2023/01/22	Sun	06:50	16.84		513			H
2023/01/22	Sun	12:23	8.37		255			L
2023/01/22	Sun	16:52	15.20		463			H
2023/01/23	Mon	00:16	-3.66		-112			L
2023/01/23	Mon	07:25	17.04		519			H
2023/01/23	Mon	13:12	7.39		225			L
2023/01/23	Mon	17:51	14.76		450			H
2023/01/24	Tue	01:03	-2.83		-86			L
2023/01/24	Tue	08:01	17.13		522			H
2023/01/24	Tue	14:03	6.29		192			L
2023/01/24	Tue	18:52	13.99		426			H
2023/01/25	Wed	01:49	-1.44		-44			L
2023/01/25	Wed	08:36	17.11		522			H
2023/01/25	Wed	14:57	5.11		156			L
2023/01/25	Wed	19:57	12.99		396			H
2023/01/26	Thu	02:35	0.43		13			L
2023/01/26	Thu	09:11	16.94		516			H
2023/01/26	Thu	15:52	3.95		120			L
2023/01/26	Thu	21:09	11.98		365			H
2023/01/27	Fri	03:21	2.63		80			L
2023/01/27	Fri	09:47	16.57		505			H
2023/01/27	Fri	16:48	2.88		88			L
2023/01/27	Fri	22:33	11.27		344			H
2023/01/28	Sat	04:12	4.94		151			L
2023/01/28	Sat	10:24	15.98		487			H
2023/01/28	Sat	17:47	1.96		60			L
2023/01/29	Sun	00:22	11.28		344			H
2023/01/29	Sun	05:16	7.07		215			L
2023/01/29	Sun	11:05	15.22		464			H
2023/01/29	Sun	18:45	1.20		37			L
2023/01/30	Mon	02:21	12.26		374			H
2023/01/30	Mon	06:48	8.64		263			L
2023/01/30	Mon	11:51	14.40		439			H
2023/01/30	Mon	19:41	0.59		18			L
2023/01/31	Tue	03:44	13.64		416			H
2023/01/31	Tue	08:39	9.25		282			L
2023/01/31	Tue	12:43	13.67		417			H
2023/01/31	Tue	20:33	0.14		4			L
2023/02/01	Wed	04:39	14.73		449			H
2023/02/01	Wed	10:00	9.14		279			L
2023/02/01	Wed	13:39	13.17		401			H
2023/02/01	Wed	21:19	-0.21		-6			L
2023/02/02	Thu	05:20	15.36		468			H
2023/02/02	Thu	10:55	8.80		268			L
2023/02/02	Thu	14:32	12.94		394			H
2023/02/02	Thu	22:01	-0.47		-14			L
2023/02/03	Fri	05:53	15.59		475			H
2023/02/03	Fri	11:34	8.44		257			L
2023/02/03	Fri	15:21	12.92		394			H
2023/02/03	Fri	22:40	-0.66		-20			L
2023/02/04	Sat	06:20	15.58		475			H
2023/02/04	Sat	12:05	8.08		246			L
2023/02/04	Sat	16:05	12.98		396			H
2023/02/04	Sat	23:16	-0.75		-23			L
2023/02/05	Sun	06:41	15.50		472			H
2023/02/05	Sun	12:30	7.67		234			L
2023/02/05	Sun	16:46	13.03		397			H
2023/02/05	Sun	23:50	-0.70		-21			L
2023/02/06	Mon	07:00	15.48		472			H
2023/02/06	Mon	12:55	7.14		218			L
2023/02/06	Mon	17:26	12.99		396			H
2023/02/07	Tue	00:23	-0.43		-13			L
2023/02/07	Tue	07:18	15.55		474			H
2023/02/07	Tue	13:23	6.47		197			L
2023/02/07	Tue	18:07	12.83		391			H
2023/02/08	Wed	00:57	0.13		4			L
2023/02/08	Wed	07:39	15.67		478			H
2023/02/08	Wed	13:54	5.66		173			L
2023/02/08	Wed	18:51	12.56		383			H
2023/02/09	Thu	01:30	1.03		31			L
2023/02/09	Thu	08:03	15.74		480			H
2023/02/09	Thu	14:29	4.74		144			L
2023/02/09	Thu	19:39	12.22		372			H
2023/02/10	Fri	02:03	2.27		69			L
2023/02/10	Fri	08:28	15.69		478			H
2023/02/10	Fri	15:08	3.77		115			L
2023/02/10	Fri	20:33	11.85		361			H
2023/02/11	Sat	02:38	3.81		116			L
2023/02/11	Sat	08:54	15.49		472			H
2023/02/11	Sat	15:51	2.80		85			L
2023/02/11	Sat	21:37	11.54		352			H
2023/02/12	Sun	03:16	5.52		168			L
2023/02/12	Sun	09:22	15.16		462			H
2023/02/12	Sun	16:39	1.88		57			L
2023/02/12	Sun	22:55	11.43		348			H
2023/02/13	Mon	04:00	7.27		222			L
2023/02/13	Mon	09:54	14.76		450			H
2023/02/13	Mon	17:33	1.02		31			L
2023/02/14	Tue	00:36	11.78		359			H
2023/02/14	Tue	05:04	8.83		269			L
2023/02/14	Tue	10:34	14.35		437			H
2023/02/14	Tue	18:34	0.17		5			L
2023/02/15	Wed	02:39	12.79		390			H
2023/02/15	Wed	06:48	9.84		300			L
2023/02/15	Wed	11:31	14.03		428			H
2023/02/15	Wed	19:37	-0.73		-22			L
2023/02/16	Thu	03:51	14.00		427			H
2023/02/16	Thu	08:35	9.94		303			L
2023/02/16	Thu	12:41	13.94		425			H
2023/02/16	Thu	20:38	-1.62		-49			L
2023/02/17	Fri	04:35	14.95		456			H
2023/02/17	Fri	09:46	9.40		287			L
2023/02/17	Fri	13:53	14.14		431			H
2023/02/17	Fri	21:34	-2.36		-72			L
2023/02/18	Sat	05:10	15.61		476			H
2023/02/18	Sat	10:36	8.52		260			L
2023/02/18	Sat	15:00	14.51		442			H
2023/02/18	Sat	22:26	-2.78		-85			L
2023/02/19	Sun	05:42	16.06		490			H
2023/02/19	Sun	11:21	7.41		226			L
2023/02/19	Sun	16:01	14.81		451			H
2023/02/19	Sun	23:15	-2.72		-83			L
2023/02/20	Mon	06:12	16.38		499			H
2023/02/20	Mon	12:04	6.15		187			L
2023/02/20	Mon	17:00	14.86		453			H
2023/02/21	Tue	00:00	-2.10		-64			L
2023/02/21	Tue	06:42	16.60		506			H
2023/02/21	Tue	12:49	4.82		147			L
2023/02/21	Tue	17:58	14.61		445			H
2023/02/22	Wed	00:45	-0.92		-28			L
2023/02/22	Wed	07:12	16.69		509			H
2023/02/22	Wed	13:33	3.54		108			L
2023/02/22	Wed	18:57	14.10		430			H
2023/02/23	Thu	01:28	0.72		22			L
2023/02/23	Thu	07:43	16.59		506			H
2023/02/23	Thu	14:19	2.43		74			L
2023/02/23	Thu	19:59	13.47		411			H
2023/02/24	Fri	02:12	2.67		81			L
2023/02/24	Fri	08:16	16.25		495			H
2023/02/24	Fri	15:06	1.60		49			L
2023/02/24	Fri	21:05	12.84		391			H
2023/02/25	Sat	02:58	4.72		144			L
2023/02/25	Sat	08:49	15.61		476			H
2023/02/25	Sat	15:55	1.12		34			L
2023/02/25	Sat	22:23	12.38		377			H
2023/02/26	Sun	03:51	6.65		203			L
2023/02/26	Sun	09:26	14.72		449			H
2023/02/26	Sun	16:47	0.95		29			L
2023/02/27	Mon	00:02	12.33		376			H
2023/02/27	Mon	05:02	8.24		251			L
2023/02/27	Mon	10:09	13.68		417			H
2023/02/27	Mon	17:44	0.99		30			L
2023/02/28	Tue	01:56	12.92		394			H
2023/02/28	Tue	07:02	9.05		276			L
2023/02/28	Tue	11:03	12.68		386			H
2023/02/28	Tue	18:48	1.06		32			L
2023/03/01	Wed	03:15	13.76		419			H
2023/03/01	Wed	08:56	8.82		269			L
2023/03/01	Wed	12:12	11.96		365			H
2023/03/01	Wed	19:51	1.00		30			L
2023/03/02	Thu	04:06	14.38		438			H
2023/03/02	Thu	09:59	8.22		251			L
2023/03/02	Thu	13:25	11.72		357			H
2023/03/02	Thu	20:49	0.80		24			L
2023/03/03	Fri	04:44	14.70		448			H
2023/03/03	Fri	10:39	7.63		233			L
2023/03/03	Fri	14:28	11.87		362			H
2023/03/03	Fri	21:37	0.55		17			L
2023/03/04	Sat	05:12	14.79		451			H
2023/03/04	Sat	11:09	7.07		215			L
2023/03/04	Sat	15:20	12.21		372			H
2023/03/04	Sat	22:18	0.36		11			L
2023/03/05	Sun	05:33	14.78		450			H
2023/03/05	Sun	11:33	6.50		198			L
2023/03/05	Sun	16:04	12.54		382			H
2023/03/05	Sun	22:54	0.35		11			L
2023/03/06	Mon	05:50	14.79		451			H
2023/03/06	Mon	11:54	5.82		177			L
2023/03/06	Mon	16:45	12.80		390			H
2023/03/06	Mon	23:27	0.57		17			L
2023/03/07	Tue	06:05	14.89		454			H
2023/03/07	Tue	12:17	5.00		152			L
2023/03/07	Tue	17:25	12.98		396			H
2023/03/07	Tue	23:59	1.07		33			L
2023/03/08	Wed	06:23	15.03		458			H
2023/03/08	Wed	12:43	4.04		123			L
2023/03/08	Wed	18:06	13.10		399			H
2023/03/09	Thu	00:32	1.88		57			L
2023/03/09	Thu	06:43	15.15		462			H
2023/03/09	Thu	13:13	3.01		92			L
2023/03/09	Thu	18:50	13.16		401			H
2023/03/10	Fri	01:06	2.96		90			L
2023/03/10	Fri	07:05	15.15		462			H
2023/03/10	Fri	13:47	2.00		61			L
2023/03/10	Fri	19:38	13.16		401			H
2023/03/11	Sat	01:41	4.26		130			L
2023/03/11	Sat	07:29	15.01		458			H
2023/03/11	Sat	14:24	1.11		34			L
2023/03/11	Sat	20:31	13.08		399			H
2023/03/12	Sun	03:19	5.68		173			L
2023/03/12	Sun	08:55	14.72		449			H
2023/03/12	Sun	16:07	0.44		13			L
2023/03/12	Sun	22:32	12.90		393			H
2023/03/13	Mon	04:01	7.12		217			L
2023/03/13	Mon	09:23	14.30		436			H
2023/03/13	Mon	16:55	0.03		1			L
2023/03/13	Mon	23:45	12.73		388			H
2023/03/14	Tue	04:54	8.42		257			L
2023/03/14	Tue	09:58	13.78		420			H
2023/03/14	Tue	17:53	-0.18		-5			L
2023/03/15	Wed	01:22	12.81		390			H
2023/03/15	Wed	06:16	9.36		285			L
2023/03/15	Wed	10:49	13.17		401			H
2023/03/15	Wed	18:59	-0.34		-10			L
2023/03/16	Thu	03:09	13.39		408			H
2023/03/16	Thu	08:16	9.52		290			L
2023/03/16	Thu	12:10	12.66		386			H
2023/03/16	Thu	20:09	-0.61		-19			L
2023/03/17	Fri	04:13	14.14		431			H
2023/03/17	Fri	09:47	8.80		268			L
2023/03/17	Fri	13:41	12.59		384			H
2023/03/17	Fri	21:17	-0.97		-30			L
2023/03/18	Sat	04:54	14.76		450			H
2023/03/18	Sat	10:40	7.65		233			L
2023/03/18	Sat	15:01	12.96		395			H
2023/03/18	Sat	22:16	-1.21		-37			L
2023/03/19	Sun	05:26	15.24		465			H
2023/03/19	Sun	11:23	6.26		191			L
2023/03/19	Sun	16:10	13.52		412			H
2023/03/19	Sun	23:08	-1.11		-34			L
2023/03/20	Mon	05:55	15.61		476			H
2023/03/20	Mon	12:03	4.74		144			L
2023/03/20	Mon	17:12	14.00		427			H
2023/03/20	Mon	23:56	-0.54		-16			L
